id_tmp,nombre
2000200100001,Lozada  Rendón de Gamboa  María del Carmen
2000200100002,Flores-Araoz Esparza  Antero
2000200100003,Flores-Araoz Esparza  Antero
2000200100003,Barrón Cebreros  Xavier Rodolfo
2000200100004,Flores-Araoz Esparza  Antero
2000200100004,Barrón Cebreros  Xavier Rodolfo
2000200100005,Flores-Araoz Esparza  Antero
2000200100005,Barrón Cebreros  Xavier Rodolfo
2000200100005,Masías Oyanguren  Manuel Alejandro
2000200100006,Flores-Araoz Esparza  Antero
2000200100006,Barrón Cebreros  Xavier Rodolfo
2000200100007,Flores-Araoz Esparza  Antero
2000200100007,Barrón Cebreros  Xavier Rodolfo
2000200100008,Flores-Araoz Esparza  Antero
2000200100009,Flores-Araoz Esparza  Antero
2000200100010,Flores-Araoz Esparza  Antero
2000200100011,Flores-Araoz Esparza  Antero
2000200100011,Barrón Cebreros  Xavier Rodolfo
2000200100012,Flores-Araoz Esparza  Antero
2000200100012,Barrón Cebreros  Xavier Rodolfo
2000200100013,Flores-Araoz Esparza  Antero
2000200100013,Barrón Cebreros  Xavier Rodolfo
2000200100014,Flores-Araoz Esparza  Antero
2000200100014,Barrón Cebreros  Xavier Rodolfo
2000200100014,Masías Oyanguren  Manuel Alejandro
2000200100015,Flores-Araoz Esparza  Antero
2000200100015,Barrón Cebreros  Xavier Rodolfo
2000200100016,Flores-Araoz Esparza  Antero
2000200100016,Barrón Cebreros  Xavier Rodolfo
2000200100017,Flores-Araoz Esparza  Antero
2000200100017,Barrón Cebreros  Xavier Rodolfo
2000200100018,Olivera Vega  Luis Fernando
2000200100018,Cuaresma Sánchez  Carlos Ricardo
2000200100018,Donayre Pasquel  Patricia Elizabeth
2000200100018,Higuchi Miyagawa  Susana
2000200100018,Iberico Nuñez  Luis Carlos Antonio
2000200100018,Pennano Allison  Guido Carlos
2000200100018,Ríos Salcedo  Waldo Enrique
2000200100018,Vásquez Valera  Manuel Alejandro
2000200100019,Olivera Vega  Luis Fernando
2000200100019,Cuaresma Sánchez  Carlos Ricardo
2000200100019,Higuchi Miyagawa  Susana
2000200100019,Iberico Nuñez  Luis Carlos Antonio
2000200100019,Pennano Allison  Guido Carlos
2000200100019,Ríos Salcedo  Waldo Enrique
2000200100019,Vásquez Valera  Manuel Alejandro
2000200100020,Olivera Vega  Luis Fernando
2000200100020,Cuaresma Sánchez  Carlos Ricardo
2000200100020,Donayre Pasquel  Patricia Elizabeth
2000200100020,Higuchi Miyagawa  Susana
2000200100020,Iberico Nuñez  Luis Carlos Antonio
2000200100020,Pennano Allison  Guido Carlos
2000200100020,Ríos Salcedo  Waldo Enrique
2000200100020,Vásquez Valera  Manuel Alejandro
2000200100021,Olivera Vega  Luis Fernando
2000200100021,Cuaresma Sánchez  Carlos Ricardo
2000200100021,Donayre Pasquel  Patricia Elizabeth
2000200100021,Higuchi Miyagawa  Susana
2000200100021,Iberico Nuñez  Luis Carlos Antonio
2000200100021,Pennano Allison  Guido Carlos
2000200100021,Ríos Salcedo  Waldo Enrique
2000200100021,Vásquez Valera  Manuel Alejandro
2000200100022,Olivera Vega  Luis Fernando
2000200100022,Cuaresma Sánchez  Carlos Ricardo
2000200100022,Donayre Pasquel  Patricia Elizabeth
2000200100022,Higuchi Miyagawa  Susana
2000200100022,Iberico Nuñez  Luis Carlos Antonio
2000200100022,Pennano Allison  Guido Carlos
2000200100022,Ríos Salcedo  Waldo Enrique
2000200100022,Vásquez Valera  Manuel Alejandro
2000200100023,Olivera Vega  Luis Fernando
2000200100023,Cuaresma Sánchez  Carlos Ricardo
2000200100023,Donayre Pasquel  Patricia Elizabeth
2000200100023,Higuchi Miyagawa  Susana
2000200100023,Iberico Nuñez  Luis Carlos Antonio
2000200100023,Pennano Allison  Guido Carlos
2000200100023,Ríos Salcedo  Waldo Enrique
2000200100023,Vásquez Valera  Manuel Alejandro
2000200100024,Olivera Vega  Luis Fernando
2000200100024,Cuaresma Sánchez  Carlos Ricardo
2000200100024,Donayre Pasquel  Patricia Elizabeth
2000200100024,Gamarra Olivares  Ernesto Ramón
2000200100024,Higuchi Miyagawa  Susana
2000200100024,Iberico Nuñez  Luis Carlos Antonio
2000200100024,Pennano Allison  Guido Carlos
2000200100024,Ríos Salcedo  Waldo Enrique
2000200100024,Vásquez Valera  Manuel Alejandro
2000200100025,Higuchi Miyagawa  Susana
2000200100025,Cuaresma Sánchez  Carlos Ricardo
2000200100025,Donayre Pasquel  Patricia Elizabeth
2000200100025,Gamarra Olivares  Ernesto Ramón
2000200100025,Iberico Nuñez  Luis Carlos Antonio
2000200100025,Olivera Vega  Luis Fernando
2000200100025,Pennano Allison  Guido Carlos
2000200100025,Ríos Salcedo  Waldo Enrique
2000200100025,Vásquez Valera  Manuel Alejandro
2000200100026,Olivera Vega  Luis Fernando
2000200100026,Cuaresma Sánchez  Carlos Ricardo
2000200100026,Donayre Pasquel  Patricia Elizabeth
2000200100026,Gamarra Olivares  Ernesto Ramón
2000200100026,Higuchi Miyagawa  Susana
2000200100026,Iberico Nuñez  Luis Carlos Antonio
2000200100026,Pennano Allison  Guido Carlos
2000200100026,Ríos Salcedo  Waldo Enrique
2000200100026,Vásquez Valera  Manuel Alejandro
2000200100027,Olivera Vega  Luis Fernando
2000200100027,Cuaresma Sánchez  Carlos Ricardo
2000200100027,Donayre Pasquel  Patricia Elizabeth
2000200100027,Gamarra Olivares  Ernesto Ramón
2000200100027,Higuchi Miyagawa  Susana
2000200100027,Iberico Nuñez  Luis Carlos Antonio
2000200100027,Pennano Allison  Guido Carlos
2000200100027,Ríos Salcedo  Waldo Enrique
2000200100027,Vásquez Valera  Manuel Alejandro
2000200100028,Olivera Vega  Luis Fernando
2000200100028,Cuaresma Sánchez  Carlos Ricardo
2000200100028,Donayre Pasquel  Patricia Elizabeth
2000200100028,Higuchi Miyagawa  Susana
2000200100028,Iberico Nuñez  Luis Carlos Antonio
2000200100028,Pennano Allison  Guido Carlos
2000200100028,Ríos Salcedo  Waldo Enrique
2000200100028,Vásquez Valera  Manuel Alejandro
2000200100029,Olivera Vega  Luis Fernando
2000200100029,Cuaresma Sánchez  Carlos Ricardo
2000200100029,Donayre Pasquel  Patricia Elizabeth
2000200100029,Higuchi Miyagawa  Susana
2000200100029,Iberico Nuñez  Luis Carlos Antonio
2000200100029,Pennano Allison  Guido Carlos
2000200100029,Ríos Salcedo  Waldo Enrique
2000200100029,Vásquez Valera  Manuel Alejandro
2000200100030,Reggiardo Sayán  Oscar Andrés
2000200100030,Ormeño Malone  Luis Joaquín
2000200100030,Masías Oyanguren  Manuel Alejandro
2000200100031,Reggiardo Sayán  Oscar Andrés
2000200100031,D acunha Cuervas  Jorge
2000200100031,Elías Ávalos  José Luis
2000200100032,Reggiardo Sayán  Oscar Andrés
2000200100033,Flores-Araoz Esparza  Antero
2000200100034,vacio
2000200100035,Vega Fernández  Elsa Carmen
2000200100036,Velit Nuñez  Jorge Miguel
2000200100037,Flores-Araoz Esparza  Antero
2000200100038,Flores-Araoz Esparza  Antero
2000200100039,Flores-Araoz Esparza  Antero
2000200100040,Flores-Araoz Esparza  Antero
2000200100041,Flores-Araoz Esparza  Antero
2000200100042,Flores-Araoz Esparza  Antero
2000200100042,Seijas Dávila  Guiomar
2000200100042,Altuve-Febres Lores  Fernán Romano
2000200100043,Flores-Araoz Esparza  Antero
2000200100044,Flores-Araoz Esparza  Antero
2000200100045,Flores-Araoz Esparza  Antero
2000200100045,Barrón Cebreros  Xavier Rodolfo
2000200100046,Flores-Araoz Esparza  Antero
2000200100047,Flores-Araoz Esparza  Antero
2000200100048,Flores-Araoz Esparza  Antero
2000200100049,Flores-Araoz Esparza  Antero
2000200100049,Altuve-Febres Lores  Fernán Romano
2000200100050,Flores-Araoz Esparza  Antero
2000200100051,Flores-Araoz Esparza  Antero
2000200100052,Flores-Araoz Esparza  Antero
2000200100053,Flores-Araoz Esparza  Antero
2000200100054,Flores-Araoz Esparza  Antero
2000200100055,Flores-Araoz Esparza  Antero
2000200100056,Flores-Araoz Esparza  Antero
2000200100057,Flores-Araoz Esparza  Antero
2000200100057,Barrón Cebreros  Xavier Rodolfo
2000200100058,Flores-Araoz Esparza  Antero
2000200100059,Flores-Araoz Esparza  Antero
2000200100060,Flores-Araoz Esparza  Antero
2000200100060,Masías Oyanguren  Manuel Alejandro
2000200100060,Tait Villacorta  Cecilia Roxana
2000200100061,Flores-Araoz Esparza  Antero
2000200100062,Flores-Araoz Esparza  Antero
2000200100063,Flores-Araoz Esparza  Antero
2000200100064,Delgado Aparicio  Luis Humberto
2000200100065,Delgado Aparicio  Luis Humberto
2000200100065,Masías Oyanguren  Manuel Alejandro
2000200100066,Delgado Aparicio  Luis Humberto
2000200100067,Lozada  Rendón de Gamboa  María del Carmen
2000200100068,Lozada  Rendón de Gamboa  María del Carmen
2000200100069,Lozada  Rendón de Gamboa  María del Carmen
2000200100069,Monteverde Temple  Ana Dolores
2000200100070,Lozada  Rendón de Gamboa  María del Carmen
2000200100071,Lozada  Rendón de Gamboa  María del Carmen
2000200100072,Lozada  Rendón de Gamboa  María del Carmen
2000200100072,Altuve-Febres Lores  Fernán Romano
2000200100073,Lozada  Rendón de Gamboa  María del Carmen
2000200100073,Arroyo Cobián  Francisco Javier
2000200100074,Lozada  Rendón de Gamboa  María del Carmen
2000200100074,Monteverde Temple  Ana Dolores
2000200100075,Samalvides Dongo  Helbert Gaspar
2000200100076,Samalvides Dongo  Helbert Gaspar
2000200100077,Delgado Aparicio  Luis Humberto
2000200100077,Samalvides Dongo  Helbert Gaspar
2000200100078,Velit Nuñez  Jorge Miguel
2000200100079,Samalvides Dongo  Helbert Gaspar
2000200100080,Delgado Aparicio  Luis Humberto
2000200100080,Elías Ávalos  José Luis
2000200100080,Reggiardo Sayán  Oscar Andrés
2000200100081,vacio
2000200100082,vacio
2000200100083,Reggiardo Sayán  Oscar Andrés
2000200100083,Vilchez Malpica  Pedro David
2000200100084,Castañeda Castañeda  Rafael Serafin
2000200100085,Guerrero Figueroa  Luis Bernardo
2000200100085,Chávez Sibina  Jorge Samuel
2000200100085,Masías Oyanguren  Manuel Alejandro
2000200100085,Townsend Diez-Canseco  Ana Elena Luisa Cristina
2000200100086,Samalvides Dongo  Helbert Gaspar
2000200100087,Flores-Araoz Esparza  Antero
2000200100087,Barrón Cebreros  Xavier Rodolfo
2000200100088,Flores-Araoz Esparza  Antero
2000200100088,Barrón Cebreros  Xavier Rodolfo
2000200100089,Flores-Araoz Esparza  Antero
2000200100090,Flores-Araoz Esparza  Antero
2000200100091,Flores-Araoz Esparza  Antero
2000200100092,Valenzuela Cuéllar  Julia
2000200100093,Reggiardo Sayán  Oscar Andrés
2000200100094,vacio
2000200100095,Castañeda Castañeda  Rafael Serafin
2000200100096,Delgado Aparicio  Luis Humberto
2000200100096,Marcenaro Frers  Ricardo Arturo
2000200100096,Samalvides Dongo  Helbert Gaspar
2000200100096,Alva Hart  Beatriz Regina
2000200100097,Gamarra Olivares  Ernesto Ramón
2000200100097,Olivera Vega  Luis Fernando
2000200100097,Higuchi Miyagawa  Susana
2000200100097,Pennano Allison  Guido Carlos
2000200100097,Iberico Nuñez  Luis Carlos Antonio
2000200100097,Cuaresma Sánchez  Carlos Ricardo
2000200100097,Donayre Pasquel  Patricia Elizabeth
2000200100097,Vásquez Valera  Manuel Alejandro
2000200100097,Ríos Salcedo  Waldo Enrique
2000200100098,Ticona Gómez  Gregorio
2000200100099,Reggiardo Sayán  Oscar Andrés
2000200100099,Elías Ávalos  José Luis
2000200100100,Delgado Aparicio  Luis Humberto
2000200100100,Espinoza Matos  María Jesús
2000200100100,Flores-Araoz Esparza  Antero
2000200100100,Monteverde Temple  Ana Dolores
2000200100101,Flores-Araoz Esparza  Antero
2000200100102,Rodas Díaz  Erland Wilmer
2000200100103,Delgado Aparicio  Luis Humberto
2000200100104,Farah Hayn  Eduardo
2000200100105,Farah Hayn  Eduardo
2000200100106,Farah Hayn  Eduardo
2000200100106,Palomo Orefice  Antonio
2000200100107,Flores-Araoz Esparza  Antero
2000200100108,Chávez Cossío  Martha Gladys
2000200100108,Monteverde Temple  Ana Dolores
2000200100109,Chávez Cossío  Martha Gladys
2000200100110,Chávez Cossío  Martha Gladys
2000200100111,Chávez Cossío  Martha Gladys
2000200100112,Chávez Cossío  Martha Gladys
2000200100113,Chávez Cossío  Martha Gladys
2000200100114,Donayre Pasquel  Patricia Elizabeth
2000200100114,Olivera Vega  Luis Fernando
2000200100114,Cuaresma Sánchez  Carlos Ricardo
2000200100114,Higuchi Miyagawa  Susana
2000200100114,Vásquez Valera  Manuel Alejandro
2000200100115,Donayre Pasquel  Patricia Elizabeth
2000200100115,Alva Castro  Luis Juan
2000200100115,Cuaresma Sánchez  Carlos Ricardo
2000200100115,Higuchi Miyagawa  Susana
2000200100115,Olivera Vega  Luis Fernando
2000200100115,Vásquez Valera  Manuel Alejandro
2000200100116,Donayre Pasquel  Patricia Elizabeth
2000200100116,Cuaresma Sánchez  Carlos Ricardo
2000200100116,Higuchi Miyagawa  Susana
2000200100116,Olivera Vega  Luis Fernando
2000200100116,Vásquez Valera  Manuel Alejandro
2000200100116,Masías Oyanguren  Manuel Alejandro
2000200100117,Rodas Díaz  Erland Wilmer
2000200100118,vacio
2000200100119,vacio
2000200100120,vacio
2000200100121,Masías Oyanguren  Manuel Alejandro
2000200100121,Chávez Sibina  Jorge Samuel
2000200100121,Guerrero Figueroa  Luis Bernardo
2000200100121,Jurado Adriazola  Ronnie Edgard
2000200100121,Townsend Diez-Canseco  Ana Elena Luisa Cristina
2000200100122,Farah Hayn  Eduardo
2000200100123,Townsend Diez-Canseco  Ana Elena Luisa Cristina
2000200100123,Chávez Sibina  Jorge Samuel
2000200100123,Jurado Adriazola  Ronnie Edgard
2000200100123,Masías Oyanguren  Manuel Alejandro
