id_tmp,nombre
2016202107057, 
2016202107056, 
2016202107055, 
2016202107054, Mendoza Marquina  Javier
2016202107054,Vega Antonio  José Alejandro
2016202107054,Apaza Quispe  Yessica Marisela
2016202107054,Chagua Payano  Posemoscrowte Irrhoscopt
2016202107054,Chavarría Vilcatoma  Roberto Carlos
2016202107054,Pantoja Calvo  Ruben 
2016202107053, Sánchez Luis  Orestes Pompeyo
2016202107053,Almerí Veramendi  Carlos 
2016202107053,Cabrera Vega  María Teresa
2016202107053,Espinoza Velarde  Yeremi Aron
2016202107053,Flores Villegas  Johan
2016202107053,Gupioc Rios  Robinson Dociteo 
2016202107052, De Belaunde De Cárdenas  Alberto
2016202107052,Costa Santolalla  Gino Francisco
2016202107052,Gonzales Santos  Miguel Angel
2016202107052,Lizárraga Houghton  Carolina
2016202107052,Olivares Cortes  Daniel Federico
2016202107052,Solis Gutiérrez  Zenaida 
2016202107051, Quispe Apaza  Yvan
2016202107051,Ancalle Gutierrez  José Luis
2016202107051,Bazán Villanueva  Lenin Fernando
2016202107051,Checco Chauca  Lenin Abraham
2016202107051,Montoya Guivin  Absalón
2016202107051,Silva Santisteban Manrique  Rocío Yolanda Angélica
2016202107051,Vásquez Chuquilin  Mirtha Esther 
2016202107050, Quispe Apaza  Yvan
2016202107050,Ancalle Gutierrez  José Luis
2016202107050,Bazán Villanueva  Lenin Fernando
2016202107050,Checco Chauca  Lenin Abraham
2016202107050,Fernández Chacón  Carlos Enrique
2016202107050,Montoya Guivin  Absalón
2016202107050,Silva Santisteban Manrique  Rocío Yolanda Angélica
2016202107050,Vásquez Chuquilin  Mirtha Esther 
2016202107049, Omonte Durand  Maria Del Carmen
2016202107049,Acuña Peralta  Humberto
2016202107049,Benavides Gavidia  Walter
2016202107049,Merino Lopez  Omar
2016202107049,Pérez Espíritu  Lusmila
2016202107049,Pérez Mimbela  Jhosept Amado
2016202107049,Santillana Paredes  Robertina 
2016202107048, Castillo Oliva  Luis Felipe
2016202107048,Almerí Veramendi  Carlos 
2016202107048,Cabrera Vega  María Teresa
2016202107048,Espinoza Velarde  Yeremi Aron
2016202107048,Gupioc Rios  Robinson Dociteo
2016202107048,Sánchez Luis  Orestes Pompeyo 
2016202107047, Llaulli Romero  Freddy
2016202107047,Durand Bustamante  Kenyon Eduardo
2016202107047,Fabián Díaz  Yessy Nélida
2016202107047,García Oviedo  Paul Gabriel
2016202107047,Paredes Eyzaguirre  Rosario
2016202107047,Salinas López  Franco
2016202107047,Simeón Hurtado  Luis Carlos 
2016202107046, Retamozo Lezama  María Cristina
2016202107046,Benites Agurto  Alfredo
2016202107046,Cayguaray Gambini  Luz Milagros
2016202107046,Cayllahua Barrientos  Wilmer
2016202107046,Gutarra Ramos  Robledo Noé
2016202107046,Huamaní Machaca  Nelly
2016202107046,Machaca Mamani  Raúl
2016202107046,Núñez Marreros  Jesús del Carmen
2016202107046,Pineda Santos  Isaías
2016202107046,Rayme Marín  Alcides
2016202107046,Rubio Gariza  Richard 
2016202107045, Pineda Santos  Isaías
2016202107045,Benites Agurto  Alfredo
2016202107045,Cayllahua Barrientos  Wilmer
2016202107045,Gutarra Ramos  Robledo Noé
2016202107045,Huamaní Machaca  Nelly
2016202107045,Núñez Marreros  Jesús del Carmen
2016202107045,Oseda Yucra  Daniel
2016202107045,Rayme Marín  Alcides 
2016202107044, Contreras Bautista  Cindy Arlette
2016202107044,Apaza Quispe  Yessica Marisela
2016202107044,Bazán Villanueva  Lenin Fernando
2016202107044,Carcausto Huanca  Irene
2016202107044,Núñez Salas  José Antonio
2016202107044,Santillana Paredes  Robertina 
2016202107043, Chehade Moya  Omar Karim
2016202107043,Robles Uribe  Lizbeth Hilda
2016202107043,Llaulli Romero  Freddy
2016202107043,Yupanqui Miñano  Mariano Andrés 
2016202107042, Omonte Durand  Maria Del Carmen
2016202107042,Céspedes Cárdenas  María Teresa
2016202107042,Núñez Salas  José Antonio
2016202107042,Pantoja Calvo  Ruben
2016202107042,Vásquez Becerra  Jorge 
2016202107041, Verde Heidinger  Marco Antonio
2016202107041,Acate Coronel  Eduardo Geovanni
2016202107041,Carcausto Huanca  Irene
2016202107041,Combina Salvatierra  Cesar Augusto
2016202107041,Merino Lopez  Omar
2016202107041,Pérez Espíritu  Lusmila 
2016202107040, Apaza Quispe  Yessica Marisela
2016202107040,Vega Antonio  José Alejandro
2016202107040,Chagua Payano  Posemoscrowte Irrhoscopt
