id_tmp,nombre
2006201100001, Reymundo Mercado  Edgard Cornelio
2006201100001,Anaya Oropeza  José Oriol
2006201100001,León Zapata  Antonio
2006201100001,Gutierrez Cueva  Alvaro Gonzalo
2006201100001,Espinoza Ramos  Eduardo
2006201100001,Escudero Casquino  Francisco Alberto
2006201100001,Estrada Choque  Aldo Vladimiro
2006201100001,Cánepa la Cotera  Carlos Alberto 
2006201100002,  
2006201100003,  
2006201100004, Cabanillas Bustamante  Mercedes
2006201100004,Morales Castillo  Fabiola María
2006201100004,Mulder Bedoya  Claude Maurice
2006201100004,Pastor Valdivieso  Aurelio
2006201100004,Aguinaga Recuenco  Alejandro Aurelio
2006201100004,Cuculiza Torre  Luisa María
2006201100004,Huerta Díaz  Anibal Ovidio
2006201100004,Núñez Román  Edgar
2006201100004,Gonzales Posada Eyzaguirre  Luis Javier
2006201100004,Velásquez Quesquén  Angel Javier
2006201100004,Sánchez Ortiz  Franklin Humberto
2006201100004,Anaya Oropeza  José Oriol
2006201100004,Urquizo Maggia  José Antonio
2006201100004,Beteta Rubín  Karina Juliza
2006201100004,Vega Antonio  José Alejandro
2006201100004,Espinoza Cruz  Marisol
2006201100004,Venegas Mello  Rosa María 
2006201100004,Sucari Cari  Margarita Teodora
2006201100004,Cánepa la Cotera  Carlos Alberto 
2006201100005,  
2006201100006, Alegría Pastor  Mario Arturo
2006201100006,Moyano Delgado  Martha Lupe
2006201100006,García Belaunde  Víctor Andrés
2006201100006,Bruce Montes de Oca  Carlos Ricardo
2006201100006,Acosta Zárate  Martha Carolina
2006201100006,Abugattás Majluf  Daniel Fernando 
2006201100007,  
2006201100008, León Romero  Luciana Milagros
2006201100008,Carrasco Távara  José Carlos
2006201100008,Mulder Bedoya  Claude Maurice
2006201100008,Pastor Valdivieso  Aurelio
2006201100008,Zumaeta Flores  César Alejandro
2006201100008,Reggiardo Barreto  Renzo Andrés
2006201100008,Raffo Arce  Carlos Fernando
2006201100008,Salazar Leguía  Fabiola
2006201100008,Calderón Castro  Wilder Félix
2006201100008,Rebaza Martell  Alejandro Arturo
2006201100008,Giampietri Rojas  Luis Alejandro
2006201100008,Wilson Ugarte Luis Daniel
2006201100008,Gonzales Posada Eyzaguirre  Luis Javier
2006201100008,Rodriguez Zavaleta  Elías Nicolás
2006201100008,Alegría Pastor  Mario Arturo
2006201100008,Falla Lamadrid  Luis Humberto
2006201100008,Valle Riestra Gonzales Olaechea  Javier Maximiliano Alfredo Hipólito
2006201100008,Vargas Fernández  José Augusto
2006201100008,Guevara Trelles  Miguel Luis
2006201100008,Sánchez Ortiz  Franklin Humberto
2006201100008,Urtecho Medina  Wilson Michael
2006201100008,Uribe Medina  Cenaida Cebastiana 
2006201100009,  
2006201100010,  
2006201100011,  
2006201100012,  
2006201100013,  
2006201100014,  
2006201100015,  
2006201100016,  
2006201100017,  
2006201100018,  
2006201100019,  
2006201100020,  
2006201100021,  
2006201100022,  
2006201100023,  
2006201100024,  
2006201100025,  
2006201100026,  
2006201100027,  
2006201100028, Mekler Neiman  Isaac
2006201100028,Otárola Peñaranda  Fredy Rolando
2006201100028,Cajahuanca Rosales  Yaneth
2006201100028,Serna Guzmán  Isaac Fredy
2006201100028,Isla Rojas  Víctor
2006201100028,Cánepa la Cotera  Carlos Alberto 
2006201100029, Uribe Medina  Cenaida Cebastiana
2006201100029,Abugattás Majluf  Daniel Fernando
2006201100029,Espinoza Cruz  Marisol
2006201100029,Ruiz Delgado  Miró
2006201100029,Galindo Sandoval  Cayo César
2006201100029,Obregón Peralta  Nancy Rufina 
2006201100030, Uribe Medina  Cenaida Cebastiana
2006201100030,Maslucán Culqui  José Alfonso
2006201100030,Galindo Sandoval  Cayo César
2006201100030,Santos Carpio  Pedro Julián Bautista
2006201100030,Ruiz Delgado  Miró
2006201100030,Espinoza Cruz  Marisol
2006201100030,Obregón Peralta  Nancy Rufina 
