id_tmp,nombre
2011201600001,  
2011201600002, Isla Rojas  Víctor
2011201600002,Urquizo Maggia  José Antonio
2011201600002,Rivas Texeira  Martín Amado
2011201600002,Zamudio Briceño  Tomás Martín
2011201600002,Gamarra Saldivar  Teofilo
2011201600002,Reynaga Soto  Jhon Arquimides
2011201600002,Rimarachin Cabrera  Jorge Antonio 
2011201600003, Guevara Amasifuen  Mesias Antonio
2011201600003,Merino De Lama  Manuel
2011201600003,Andrade Carmona  Fernando 
2011201600003,Castagnino Lema  Juan Cesar
2011201600003,Crisologo Espejo  Victor Walberto
2011201600003,Inga Vasquez  Leonardo Agustin
2011201600003,Julca Jara  Dalmacio Modesto
2011201600003,Leon Rivera  Jose Raguberto
2011201600003,Lewis Del Alcazar  Norman David
2011201600003,Omonte Durand De Dyer  Maria Del Carmen
2011201600003,Valle Ramirez  Willyam Tito 
2011201600004, Abugattás Majluf  Daniel Fernando
2011201600004,Luna Gálvez  José León
2011201600004,Eguren Neuenschwander  Juan Carlos
2011201600004,Otárola Peñaranda  Fredy Rolando
2011201600004,Apaza Ordoñez  Justiniano Romulo
2011201600004,Coa Aguilar  Ruben Rolando
2011201600004,Coari Mamani  Claudia Faustina
2011201600004,Omonte Durand De Dyer  Maria Del Carmen 
2011201600005, Lescano Ancieta  Yonhy 
2011201600005,Merino De Lama  Manuel
2011201600005,Castagnino Lema  Juan Cesar
2011201600005,Falconi Picardo  Marco Tulio
2011201600005,Guevara Amasifuen  Mesias Antonio
2011201600005,Huaire Chuquichaico  Casio Faustino
2011201600005,Omonte Durand De Dyer  Maria Del Carmen 
2011201600006, Lescano Ancieta  Yonhy 
2011201600006,Merino De Lama  Manuel
2011201600006,Castagnino Lema  Juan Cesar
2011201600006,Falconi Picardo  Marco Tulio
2011201600006,Guevara Amasifuen  Mesias Antonio
2011201600006,Huaire Chuquichaico  Casio Faustino
2011201600006,Inga Vasquez  Leonardo Agustin
2011201600006,Omonte Durand De Dyer  Maria Del Carmen
2011201600006,Valle Ramirez  Willyam Tito 
2011201600007, Bedoya de Vivanco  Javier Alonso
2011201600007,Iberico Nuñez  Luis 
2011201600007,Eguren Neuenschwander  Juan Carlos
2011201600007,Pérez del Solar Cuculiza Gabriela Lourdes
2011201600007,Galarreta Velarde  Luis Fernando
2011201600007,Beingolea Delgado  Alberto Ismael
2011201600007,Perez Tello De Rodriguez  Maria Soledad
2011201600007,Simon Munaro  Yehude
2011201600007,Wong Pujada  Enrique 
2011201600008, Cuculiza Torre  Luisa María
2011201600008,Salgado Rubianes  Luz 
2011201600008,Reátegui Flores  Rolando
2011201600008,Chihuan Ramos  Leyla Felicita
2011201600008,Cordero Jon Tay  Maria Del Pilar
2011201600008,Kobashigawa Kobashigawa  Ramon
2011201600008,Lopez Cordova  Maria Magdalena
2011201600008,Medina Ortiz  Antonio
2011201600008,Neyra Huamani  Rofilio T
2011201600008,Neyra Olaychea  Angel
2011201600008,Rosas Huaranga  Julio Pablo 
2011201600009, Bedoya de Vivanco  Javier Alonso
2011201600009,Iberico Nuñez  Luis 
