id_tmp,periodo,legislatura,fecha_presentacion,numero,proponente,grupo_parlamentario,titulo,sumilla,autores,adherentes,seguimiento,iniciativa_agrupadas,numero_simple,fecha_ultima,estado,link_detalle,periodo_inicio,periodo_fin,fecha_registro
2000200100001,Periodo de gobierno 2000 - 2001.,Primera Legislatura Ordinaria 2000,07/27/2000,00001 ,Congreso,Perú 2000,CETICOS:EXONERACIÓN ARANCELARIA MERCANCIAS-ARICA,"Modifica el artículo 4º del Decreto Legislativo Nº 842. Las mercancías que ingresen a CETICOS, desembarcadas únicamente en los puertos de Ilo, Matarani y puerto peruano en Arica-Chile,se encuentran exentas del pago de derechos arancelarios.",Lozada  Rendón de Gamboa  María del Carmen,," 08/08/2000 A comisión Economía
09/08/2000 En comisión Economía ",,00001,08/09/2000,En comisión,,2000,2001,2021-02-20 22:31:49
2000200100002,Periodo de gobierno 2000 - 2001.,Primera Legislatura Ordinaria 2000,07/28/2000,00002 ,Congreso,Perú Posible,ELECCIONES:REELECCION PRESIDENCIAL DEROGA L.26657,"Deroga la Ley N° 26657, Ley de Reelección Presidencial.",Flores-Araoz Esparza  Antero,," 08/08/2000 A comisión Constitución y Reglamento del Congreso
09/08/2000 En comisión Constitución y Reglamento del Congreso ",,00002,08/09/2000,En comisión,,2000,2001,2021-02-20 22:31:49
2000200100003,Periodo de gobierno 2000 - 2001.,Primera Legislatura Ordinaria 2000,07/28/2000,Resolución Legislativa Nº: 27401 01/19/2001 COMPETENCIA CONTENCIOSA DE LA CORTE INTERAMERICANA DE DD.HH.,Congreso,Multiparlamentario,COMPETENCIA CONTENCIOSA DE LA CORTE INTERAMERICANA DE DD.HH.," Deroga la Resolución Legislativa N° 27152 y encárgase al Poder Ejecutivo a realizar todas las
acciones necesarias para dejar sin efecto los resultados que haya generado dicha Resolución
Legislativa, restableciéndose a plenitud para el Estado peruano la Competencia Contenciosa de la
Corte Interamericana de Derechos Humanos. ","Flores-Araoz Esparza  Antero,Barrón Cebreros  Xavier Rodolfo",," 08/08/2000 A comisión Constitución y Reglamento del Congreso
08/08/2000 A comisión Justicia
09/08/2000 En comisión Constitución y Reglamento del Congreso
09/08/2000 En comisión Justicia
22/11/2000 A comisión Derechos Humanos y Pacificación
24/11/2000 En comisión Derechos Humanos y Pacificación
27/11/2000 Dictamen Favorable Sustitutorio Derechos Humanos y Pacificación   Mayoria
30/11/2000 Dispensado de Dictamen Constitución y Reglamento del Congreso
30/11/2000 Orden del Día
10/01/2001 Dictamen Favorable Sustitutorio Constitución y Reglamento del Congreso   Mayoria
12/01/2001 Aprobado
12/01/2001 Autógrafa   Sobre Nº: 81-2000
19/01/2001 Publicado  Resolución Legislativa    Nº: 27401 ","0820, 0018, 0515, 0898, 0854",00003,01/19/2001,Promulgado Resolución Legislativa,,2000,2001,2021-02-20 22:31:49
2000200100004,Periodo de gobierno 2000 - 2001.,Primera Legislatura Ordinaria 2000,07/28/2000,00004 ,Congreso,Multiparlamentario,NACIONALIDAD:DEJA SIN EFECTO LEGAL RESOLUCION ADMINISTRATIVA,"Deja sin efecto legal las resoluciones administrativas que retiran, cancelan o dejan sin efecto la nacionalidad peruana o el título que acredita la misma.","Flores-Araoz Esparza  Antero,Barrón Cebreros  Xavier Rodolfo",," 08/08/2000 A comisión Constitución y Reglamento del Congreso
09/08/2000 En comisión Constitución y Reglamento del Congreso
17/01/2001 Rechazado de Plano Constitución y Reglamento del Congreso ",0027,00004,01/17/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200100005,Periodo de gobierno 2000 - 2001.,Primera Legislatura Ordinaria 2000,07/28/2000,00005 ,Congreso,Multiparlamentario,REFERENDUM:DEROGA LEY 26592,Propone derogar la Ley N° 26592 que recorta el ejercicio del Referendum.,"Flores-Araoz Esparza  Antero,Barrón Cebreros  Xavier Rodolfo,Masías Oyanguren  Manuel Alejandro",," 08/08/2000 A comisión Constitución y Reglamento del Congreso
09/08/2000 En comisión Constitución y Reglamento del Congreso ",,00005,08/09/2000,En comisión,,2000,2001,2021-02-20 22:31:49
2000200100006,Periodo de gobierno 2000 - 2001.,Primera Legislatura Ordinaria 2000,07/28/2000,Resolución Legislativa del Congreso Nº: 001-2000-CR 09/30/2000 MODIFICA EL ARTICULO 83º DEL REGLAMENTO DEL CONGRESO,Congreso,Multiparlamentario,MODIFICA EL ARTICULO 83º DEL REGLAMENTO DEL CONGRESO," Modifica el artículo 83º del Reglamento del Congreso, referente a la interpelación de los miembros
del Consejo de Ministros. ","Flores-Araoz Esparza  Antero,Barrón Cebreros  Xavier Rodolfo",," 08/08/2000 A comisión Constitución y Reglamento del Congreso
09/08/2000 En comisión Constitución y Reglamento del Congreso
15/09/2000 Dictamen Favorable Sustitutorio Constitución y Reglamento del Congreso   Mayoria
21/09/2000 Orden del Día
21/09/2000 Aprobado
30/09/2000 Publicado  Resolución Legislativa del Congreso    Nº: 001-2000-CR ",0168,00006,09/30/2000,Promulgado Resolución Legislativa del Congreso,,2000,2001,2021-02-20 22:31:49
2000200100007,Periodo de gobierno 2000 - 2001.,Primera Legislatura Ordinaria 2000,07/28/2000,00007 ,Congreso,Multiparlamentario,"REGLAMENTO CONG:38,Q-AMPLIA ATRIBUCION OFICIALIA MAYOR","Adiciona al Reglamento del Congreso el inciso q) al artículo 38°, referente a la organización de la Oficina de Trámite Documentario.","Flores-Araoz Esparza  Antero,Barrón Cebreros  Xavier Rodolfo",," 08/08/2000 A comisión Constitución y Reglamento del Congreso
09/08/2000 En comisión Constitución y Reglamento del Congreso
28/06/2001 Al Archivo
05/07/2001 Al Archivo ",,00007,07/05/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200100008,Periodo de gobierno 2000 - 2001.,Primera Legislatura Ordinaria 2000,07/28/2000,Ley Nº: 27362 10/31/2000 DEJA SIN EFECTO HOMOLOGACION DE MAGISTRADOS DEL PODER JUDICIAL Y DEL MINISTERIO PUBLICO,Congreso,Perú Posible,DEJA SIN EFECTO HOMOLOGACION DE MAGISTRADOS DEL PODER JUDICIAL Y DEL MINISTERIO PUBLICO," Deja sin efecto la homologación de los Magistrados Titulares y Provicionales del Poder Judicial y
del Ministerio Público. ",Flores-Araoz Esparza  Antero,," 08/08/2000 A comisión Justicia
09/08/2000 En comisión Justicia
26/10/2000 Dispensado de Dictamen Justicia
26/10/2000 Orden del Día
26/10/2000 Aprobado
26/10/2000 Autógrafa   Sobre Nº: 31-2000
31/10/2000 Publicado  Ley    Nº: 27362 ","0646, 0020",00008,10/31/2000,Promulgado Ley,,2000,2001,2021-02-20 22:31:49
2000200100009,Periodo de gobierno 2000 - 2001.,Primera Legislatura Ordinaria 2000,07/28/2000,Ley Nº: 27367 11/06/2000 DESACTIVA COMISONES EJECUTIVAS DEL PODER JUDICIAL Y DEL MINISTERIO PUBLICO Y ESTABLECE LOS CONSEJOS TRANSITORIOS DEL PODER JUDICIAL Y DEL MINISTERIO PUBLICO,Congreso,Perú Posible,DESACTIVA COMISONES EJECUTIVAS DEL PODER JUDICIAL Y DEL MINISTERIO PUBLICO Y ESTABLECE LOS CONSEJOS TRANSITORIOS DEL PODER JUDICIAL Y DEL MINISTERIO PUBLICO," Desactiva las Comisiones Ejecutivas del Poder Judicial y del Ministerio Público, y establece el
Consejo Transitorio del Poder Judicial y el Consejo Transitorio del Ministerio Público. ",Flores-Araoz Esparza  Antero,," 08/08/2000 A comisión Justicia
09/08/2000 En comisión Justicia
02/11/2000 Dispensado de Dictamen Justicia
02/11/2000 Orden del Día
02/11/2000 Aprobado
03/11/2000 Autógrafa   Sobre Nº: 36-2000
06/11/2000 Publicado  Ley    Nº: 27367 ","0697, 0121, 0173, 0503",00009,11/06/2000,Promulgado Ley,,2000,2001,2021-02-20 22:31:49
2000200100010,Periodo de gobierno 2000 - 2001.,Primera Legislatura Ordinaria 2000,07/28/2000,"Ley Nº: 27368 11/07/2000 MODIFICA O RESTABLECE ARTÍCULOS DE LA LEY ORGÁNICA DEL CONSEJO NACIONAL DE LA MAGISTRATURA, Y DISPONE LA CONVOCATORIA A CONCURSO NACIONAL PARA MAGISTRADOS DEL PODER JUDICIAL Y DEL MINISTERIO PÚBLICO.",Congreso,Perú Posible,"MODIFICA O RESTABLECE ARTÍCULOS DE LA LEY ORGÁNICA DEL CONSEJO NACIONAL DE LA MAGISTRATURA, Y DISPONE LA CONVOCATORIA A CONCURSO NACIONAL PARA MAGISTRADOS DEL PODER JUDICIAL Y DEL MINISTERIO PÚBLICO."," Modifica o restablece artículos de la Ley Orgánica del Consejo Nacional de la Magistratura, y
dispone la convocatoria a concurso nacional para Magistrados del Poder Judicial y del Ministerio
Público. ",Flores-Araoz Esparza  Antero,," 08/08/2000 A comisión Justicia
09/08/2000 En comisión Justicia
02/11/2000 Dispensado de Dictamen Justicia
02/11/2000 Orden del Día
02/11/2000 Aprobado
03/11/2000 Autógrafa   Sobre Nº: 35-2000
07/11/2000 Publicado  Ley    Nº: 27368 ","0685, 0128, 0195",00010,11/07/2000,Promulgado Ley,,2000,2001,2021-02-20 22:31:49
2000200100011,Periodo de gobierno 2000 - 2001.,Primera Legislatura Ordinaria 2000,07/28/2000,"Resolución Legislativa del Congreso Nº: 007-2000-CR 11/17/2000 DEROGA LAS RESOLUCIONES DEL CONGRESO 002, 003 Y 004-97-CR Y RESTITUYE A TRES MAGISTRADOS DEL TRIBUNAL CONSTITUCIONAL",Congreso,Multiparlamentario,"DEROGA LAS RESOLUCIONES DEL CONGRESO 002, 003 Y 004-97-CR Y RESTITUYE A TRES MAGISTRADOS DEL TRIBUNAL CONSTITUCIONAL"," Deroga las Resoluciones del Congreso Nos. 002-97-CR, 003, 97-CR y 004-97-CR, y restituye a tres
Magistrados del Tribunal Constitucional. ","Flores-Araoz Esparza  Antero,Barrón Cebreros  Xavier Rodolfo",," 08/08/2000 A comisión Constitución y Reglamento del Congreso
08/08/2000 A comisión Justicia
09/08/2000 En comisión Justicia
09/08/2000 En comisión Constitución y Reglamento del Congreso
16/11/2000 Dispensado de Dictamen Constitución y Reglamento del Congreso
16/11/2000 Dispensado de Dictamen Justicia
16/11/2000 Orden del Día
16/11/2000 Aprobado
17/11/2000 Publicado  Resolución Legislativa del Congreso    Nº: 007-2000-CR ",0029,00011,11/17/2000,Promulgado Resolución Legislativa del Congreso,,2000,2001,2021-02-20 22:31:49
2000200100012,Periodo de gobierno 2000 - 2001.,Primera Legislatura Ordinaria 2000,07/28/2000,00012 ,Congreso,Multiparlamentario,REFORMA CONST:154°-MIEMBROS NOMBRADOS POR CONSEJO NAC.MAGISTRATURA,Reforma los Artículos 154° y 201°  de la Constitución Política del Perú para que los miembros del Tribunal Constitucional sean designados por el Consejo Nacional de la Magistratura.,"Flores-Araoz Esparza  Antero,Barrón Cebreros  Xavier Rodolfo",," 08/08/2000 A comisión Constitución y Reglamento del Congreso
09/08/2000 En comisión Constitución y Reglamento del Congreso
28/06/2001 Al Archivo
03/07/2001 Al Archivo ",,00012,07/03/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200100013,Periodo de gobierno 2000 - 2001.,Primera Legislatura Ordinaria 2000,07/28/2000,00013 ,Congreso,Multiparlamentario,MINISTERIO:INTERIOR REGULA NOMBRAMIENTO AUTORIDAD POLITICA,"Modifica el artículo 25° del Decreto Legislativo N° 370, Ley Orgánica del Ministerio del Interior, sobre la regulación del nombramiento de autoridades políticas.","Flores-Araoz Esparza  Antero,Barrón Cebreros  Xavier Rodolfo",," 08/08/2000 A comisión Defensa Nacional, Orden Interno e Inteligencia
09/08/2000 En comisión Defensa Nacional, Orden Interno e Inteligencia ",,00013,08/09/2000,En comisión,,2000,2001,2021-02-20 22:31:49
2000200100014,Periodo de gobierno 2000 - 2001.,Primera Legislatura Ordinaria 2000,07/28/2000,Ley Nº: 27369 05/30/2001 ,Congreso,Multiparlamentario,JURADO NAC.ELECC:DEROGA ART.2-L.26954...,Propone Ley para modificar el régimen de votación prevista en la Ley Orgánica del Jurado Nacional de Elecciones.,"Flores-Araoz Esparza  Antero,Barrón Cebreros  Xavier Rodolfo,Masías Oyanguren  Manuel Alejandro",," 08/08/2000 A comisión Constitución y Reglamento del Congreso
08/08/2000 A comisión Justicia
09/08/2000 En comisión Justicia
09/08/2000 En comisión Constitución y Reglamento del Congreso
18/11/2000 Publicado  Ley    Nº: 27369
30/05/2001 Rechazado de Plano Justicia ",,00014,05/30/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200100015,Periodo de gobierno 2000 - 2001.,Primera Legislatura Ordinaria 2000,07/28/2000,Ley Nº: 27369 11/18/2000 ,Congreso,Multiparlamentario,ELECCIONES:MODIFICA INC.B)ART.88° DE LA LEY ORGANICA DE...,Propone Ley para verificación y reducción de firmas de adherentes para inscripción de organizaciones políticas.,"Flores-Araoz Esparza  Antero,Barrón Cebreros  Xavier Rodolfo",," 08/08/2000 A comisión Constitución y Reglamento del Congreso
09/08/2000 En comisión Constitución y Reglamento del Congreso
14/11/2000 Autógrafa   Sobre Nº: 38-2000
18/11/2000 Publicado  Ley    Nº: 27369 ","0737, 0252, 0451, 0494, 0527, 0670, 0518, 0064, 0127, 0452, 0465, 1114",00015,11/18/2000,Promulgado Ley,,2000,2001,2021-02-20 22:31:49
2000200100016,Periodo de gobierno 2000 - 2001.,Primera Legislatura Ordinaria 2000,07/28/2000,00016 ,Congreso,Multiparlamentario,FUERZAS ARMADAS:LIMITA TIEMPO CARGO COMANDANTE GENERAL,"Propone Ley que modifica el régimen legal vigente a fin de que los Comandantes Generales de las Fuerzas Armadas, no se mantengan indefinidamente en el cargo.","Flores-Araoz Esparza  Antero,Barrón Cebreros  Xavier Rodolfo",," 08/08/2000 A comisión Defensa Nacional, Orden Interno e Inteligencia
09/08/2000 En comisión Defensa Nacional, Orden Interno e Inteligencia ",,00016,08/09/2000,En comisión,,2000,2001,2021-02-20 22:31:49
2000200100017,Periodo de gobierno 2000 - 2001.,Primera Legislatura Ordinaria 2000,07/28/2000,Ley Nº: 27366 11/05/2000 NORMA EL CESE DE LAS COMISIONES REORGANIZADORAS DE LAS UNIVERSIDADES PUBLICAS,Congreso,Multiparlamentario,NORMA EL CESE DE LAS COMISIONES REORGANIZADORAS DE LAS UNIVERSIDADES PUBLICAS, Norma el cese de las Comisiones Reorganizadoras de las Universidades Públicas. ,"Flores-Araoz Esparza  Antero,Barrón Cebreros  Xavier Rodolfo",," 08/08/2000 A comisión Educación ,Cultura y Deporte
09/08/2000 En comisión Educación ,Cultura y Deporte
02/11/2000 Dictamen Favorable Sustitutorio Educación ,Cultura y Deporte   Mayoria
02/11/2000 Orden del Día
02/11/2000 Aprobado
03/11/2000 Autógrafa   Sobre Nº: 37-2000
05/11/2000 Publicado  Ley    Nº: 27366 ","0025, 0175, 0182, 0234, 0324, 0536, 0547, 0569, 0576, 0592",00017,11/05/2000,Promulgado Ley,,2000,2001,2021-02-20 22:31:49
2000200100018,Periodo de gobierno 2000 - 2001.,Primera Legislatura Ordinaria 2000,07/28/2000,Resolución Legislativa Nº: 27401 01/19/2001 COMPETENCIA CONTENCIOSA DE LA CORTE INTERAMERICANA DE DD.HH.,Congreso,Frente Independiente Moralizador,COMPETENCIA CONTENCIOSA DE LA CORTE INTERAMERICANA DE DD.HH.," Deroga la Resolución Legislativa N° 27152 y encárgase al Poder Ejecutivo a realizar todas las
acciones necesarias para dejar sin efecto los resultados que haya generado dicha Resolución
Legislativa, restableciéndose a plenitud para el Estado peruano la Competencia Contenciosa de la
Corte Interamericana de Derechos Humanos. ","Olivera Vega  Luis Fernando,Cuaresma Sánchez  Carlos Ricardo,Donayre Pasquel  Patricia Elizabeth,Higuchi Miyagawa  Susana,Iberico Nuñez  Luis Carlos Antonio,Pennano Allison  Guido Carlos,Ríos Salcedo  Waldo Enrique,Vásquez Valera  Manuel Alejandro",," 08/08/2000 A comisión Constitución y Reglamento del Congreso
08/08/2000 A comisión Justicia
09/08/2000 En comisión Constitución y Reglamento del Congreso
09/08/2000 En comisión Justicia
24/08/2000 Rechazado de Plano Justicia
22/11/2000 A comisión Derechos Humanos y Pacificación
24/11/2000 En comisión Derechos Humanos y Pacificación
27/11/2000 Dictamen Favorable Sustitutorio Derechos Humanos y Pacificación   Mayoria
30/11/2000 Dispensado de Dictamen Constitución y Reglamento del Congreso
30/11/2000 Orden del Día
10/01/2001 Dictamen Favorable Sustitutorio Constitución y Reglamento del Congreso   Mayoria
12/01/2001 Aprobado
12/01/2001 Autógrafa   Sobre Nº: 81-2000
19/01/2001 Publicado  Resolución Legislativa    Nº: 27401 ","0820, 0003, 0515, 0898, 0854",00018,01/19/2001,Promulgado Resolución Legislativa,,2000,2001,2021-02-20 22:31:49
2000200100019,Periodo de gobierno 2000 - 2001.,Primera Legislatura Ordinaria 2000,07/28/2000,Ley Nº: 27387 12/29/2000 MODIFICA ARTICULOS DE LA LEY ORGANICA DE ELECCIONES,Congreso,Frente Independiente Moralizador,MODIFICA ARTICULOS DE LA LEY ORGANICA DE ELECCIONES," Ley que modifica artículos a la Ley N° 26859, Ley Orgánica de Elecciones. ","Olivera Vega  Luis Fernando,Cuaresma Sánchez  Carlos Ricardo,Higuchi Miyagawa  Susana,Iberico Nuñez  Luis Carlos Antonio,Pennano Allison  Guido Carlos,Ríos Salcedo  Waldo Enrique,Vásquez Valera  Manuel Alejandro",," 08/08/2000 A comisión Constitución y Reglamento del Congreso
09/08/2000 En comisión Constitución y Reglamento del Congreso
28/11/2000 Dictamen Favorable Sustitutorio Constitución y Reglamento del Congreso   Mayoria
30/11/2000 Orden del Día
27/12/2000 Aprobado
29/12/2000 Publicado  Ley    Nº: 27387 ","0809, 0906, 0982, 0986, 0993, 1013, 1033, 1037, 1059, 1074, 1078, 1096, 1082, 1100, 1115, 1129, 1126, 0199, 0257, 0339, 0346, 0453, 0511, 0614, 0521, 0531, 0585, 0586, 0633, 0639, 0710, 0711, 0738, 0741, 0800, 0801, 0894, 1113, 1019, 1145",00019,12/29/2000,Promulgado Ley,,2000,2001,2021-02-20 22:31:49
2000200100020,Periodo de gobierno 2000 - 2001.,Primera Legislatura Ordinaria 2000,07/28/2000,Ley Nº: 27362 10/31/2000 DEJA SIN EFECTO HOMOLOGACION DE MAGISTRADOS DEL PODER JUDICIAL Y DEL MINISTERIO PUBLICO,Congreso,Frente Independiente Moralizador,DEJA SIN EFECTO HOMOLOGACION DE MAGISTRADOS DEL PODER JUDICIAL Y DEL MINISTERIO PUBLICO," Deja sin efecto la homologación de los Magistrados Titulares y Provicionales del Poder Judicial y
del Ministerio Público. ","Olivera Vega  Luis Fernando,Cuaresma Sánchez  Carlos Ricardo,Donayre Pasquel  Patricia Elizabeth,Higuchi Miyagawa  Susana,Iberico Nuñez  Luis Carlos Antonio,Pennano Allison  Guido Carlos,Ríos Salcedo  Waldo Enrique,Vásquez Valera  Manuel Alejandro",," 08/08/2000 A comisión Justicia
09/08/2000 En comisión Justicia
26/10/2000 Dispensado de Dictamen Justicia
26/10/2000 Orden del Día
26/10/2000 Aprobado
26/10/2000 Autógrafa   Sobre Nº: 31-2000
31/10/2000 Publicado  Ley    Nº: 27362 ","0646, 0008",00020,10/31/2000,Promulgado Ley,,2000,2001,2021-02-20 22:31:49
2000200100021,Periodo de gobierno 2000 - 2001.,Primera Legislatura Ordinaria 2000,07/28/2000,00021 ,Congreso,Frente Independiente Moralizador,REFERÉNDUM:DEROGA LEYES NOS.26592 Y 26670,Deroga las Leyes Nos. 26592 y 26670 referidas al ejercicio del derecho de Referéndum.,"Olivera Vega  Luis Fernando,Cuaresma Sánchez  Carlos Ricardo,Donayre Pasquel  Patricia Elizabeth,Higuchi Miyagawa  Susana,Iberico Nuñez  Luis Carlos Antonio,Pennano Allison  Guido Carlos,Ríos Salcedo  Waldo Enrique,Vásquez Valera  Manuel Alejandro",," 08/08/2000 A comisión Constitución y Reglamento del Congreso
09/08/2000 En comisión Constitución y Reglamento del Congreso ",,00021,08/09/2000,En comisión,,2000,2001,2021-02-20 22:31:49
2000200100022,Periodo de gobierno 2000 - 2001.,Primera Legislatura Ordinaria 2000,07/28/2000,00022 ,Congreso,Frente Independiente Moralizador,"REFORMA CONST:93,95- VACANCIA DE CONGRESISTA","Propone la Reforma Constitucional de los Artículos 93° y 95° de la Constitución Política del Perú, referido a la representación y vacancia de los Congresistas.","Olivera Vega  Luis Fernando,Cuaresma Sánchez  Carlos Ricardo,Donayre Pasquel  Patricia Elizabeth,Higuchi Miyagawa  Susana,Iberico Nuñez  Luis Carlos Antonio,Pennano Allison  Guido Carlos,Ríos Salcedo  Waldo Enrique,Vásquez Valera  Manuel Alejandro",," 08/08/2000 A comisión Constitución y Reglamento del Congreso
09/08/2000 En comisión Constitución y Reglamento del Congreso
28/06/2001 Al Archivo
03/07/2001 Al Archivo ",,00022,07/03/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200100023,Periodo de gobierno 2000 - 2001.,Primera Legislatura Ordinaria 2000,07/28/2000,00023 ,Congreso,Frente Independiente Moralizador,"REGLAMENTO CONG:14°,15° MANDATO REPRESENTATIVO",Modifica los artículos 14° y 15° del Reglamento del Congreso de la República referidos al mandato representativo y a la irrenunciabilidad al cargo y vacancia de Congresista.,"Olivera Vega  Luis Fernando,Cuaresma Sánchez  Carlos Ricardo,Donayre Pasquel  Patricia Elizabeth,Higuchi Miyagawa  Susana,Iberico Nuñez  Luis Carlos Antonio,Pennano Allison  Guido Carlos,Ríos Salcedo  Waldo Enrique,Vásquez Valera  Manuel Alejandro",," 08/08/2000 A comisión Constitución y Reglamento del Congreso
09/08/2000 En comisión Constitución y Reglamento del Congreso
28/06/2001 Al Archivo
05/07/2001 Al Archivo ",,00023,07/05/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200100024,Periodo de gobierno 2000 - 2001.,Primera Legislatura Ordinaria 2000,07/28/2000,00024 ,Congreso,Frente Independiente Moralizador,PODER JUDICIAL:DESACTIVACION COM.NTERVENTORA...MINIST.PUBLICO,"Deroga las Leyes Nos. 26546, 26586, 26623, 26695, 26735, 26738 y 26747 referidas a las Comisiones Interventoras en el Poder Judicial y el Ministerio Público.","Olivera Vega  Luis Fernando,Cuaresma Sánchez  Carlos Ricardo,Donayre Pasquel  Patricia Elizabeth,Gamarra Olivares  Ernesto Ramón,Higuchi Miyagawa  Susana,Iberico Nuñez  Luis Carlos Antonio,Pennano Allison  Guido Carlos,Ríos Salcedo  Waldo Enrique,Vásquez Valera  Manuel Alejandro",," 08/08/2000 A comisión Justicia
09/08/2000 En comisión Justicia
24/08/2000 Rechazado de Plano Justicia ",,00024,08/24/2000,Archivo,,2000,2001,2021-02-20 22:31:49
2000200100025,Periodo de gobierno 2000 - 2001.,Primera Legislatura Ordinaria 2000,07/28/2000,Ley Nº: 27366 11/05/2000 NORMA EL CESE DE LAS COMISIONES REORGANIZADORAS DE LAS UNIVERSIDADES PUBLICAS,Congreso,Frente Independiente Moralizador,NORMA EL CESE DE LAS COMISIONES REORGANIZADORAS DE LAS UNIVERSIDADES PUBLICAS, Norma el cese de las Comisiones Reorganizadoras de las Universidades Públicas. ,"Higuchi Miyagawa  Susana,Cuaresma Sánchez  Carlos Ricardo,Donayre Pasquel  Patricia Elizabeth,Gamarra Olivares  Ernesto Ramón,Iberico Nuñez  Luis Carlos Antonio,Olivera Vega  Luis Fernando,Pennano Allison  Guido Carlos,Ríos Salcedo  Waldo Enrique,Vásquez Valera  Manuel Alejandro",," 08/08/2000 A comisión Educación ,Cultura y Deporte
09/08/2000 En comisión Educación ,Cultura y Deporte
02/11/2000 Dictamen Favorable Sustitutorio Educación ,Cultura y Deporte   Mayoria
02/11/2000 Orden del Día
02/11/2000 Aprobado
03/11/2000 Autógrafa   Sobre Nº: 37-2000
05/11/2000 Publicado  Ley    Nº: 27366 ","0017, 0175, 0182, 0234, 0324, 0536, 0547, 0569, 0576, 0592",00025,11/05/2000,Promulgado Ley,,2000,2001,2021-02-20 22:31:49
2000200100026,Periodo de gobierno 2000 - 2001.,Primera Legislatura Ordinaria 2000,07/28/2000,00026 ,Congreso,Frente Independiente Moralizador,"REFORMA CONST:90,RENOVACION POR TERCIOS",Reforma el Artículo 90° de la Constitución Política del Perú referido a la renovación por tercios de los Congresistas la cual debe producirse cada 30 meses conforme a ley.,"Olivera Vega  Luis Fernando,Cuaresma Sánchez  Carlos Ricardo,Donayre Pasquel  Patricia Elizabeth,Gamarra Olivares  Ernesto Ramón,Higuchi Miyagawa  Susana,Iberico Nuñez  Luis Carlos Antonio,Pennano Allison  Guido Carlos,Ríos Salcedo  Waldo Enrique,Vásquez Valera  Manuel Alejandro",," 08/08/2000 A comisión Constitución y Reglamento del Congreso
09/08/2000 En comisión Constitución y Reglamento del Congreso
28/06/2001 Al Archivo
03/07/2001 Al Archivo ",,00026,07/03/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200100027,Periodo de gobierno 2000 - 2001.,Primera Legislatura Ordinaria 2000,07/28/2000,00027 ,Congreso,Frente Independiente Moralizador,NACIONALIDAD:MODIFICA LEY DE...,"Propone modificación de los artículos 12°, 14° y 15° del Decreto Supremo N° 004-97-IN, referido al retiro de la nacionalidad peruana.","Olivera Vega  Luis Fernando,Cuaresma Sánchez  Carlos Ricardo,Donayre Pasquel  Patricia Elizabeth,Gamarra Olivares  Ernesto Ramón,Higuchi Miyagawa  Susana,Iberico Nuñez  Luis Carlos Antonio,Pennano Allison  Guido Carlos,Ríos Salcedo  Waldo Enrique,Vásquez Valera  Manuel Alejandro",," 08/08/2000 A comisión Constitución y Reglamento del Congreso
09/08/2000 En comisión Constitución y Reglamento del Congreso
17/01/2001 Rechazado de Plano Constitución y Reglamento del Congreso ",0004,00027,01/17/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200100028,Periodo de gobierno 2000 - 2001.,Primera Legislatura Ordinaria 2000,07/28/2000,00028 ,Congreso,Frente Independiente Moralizador,"TRIBUNAL CONST:MODIFICA ART.4,26435,LEY ORGANICA DEL...",Modifica el artículo 4° de la Ley Orgánica del Tribunal Constitucional referida al quórum y la adopción de acuerdos por mayoría simple.,"Olivera Vega  Luis Fernando,Cuaresma Sánchez  Carlos Ricardo,Donayre Pasquel  Patricia Elizabeth,Higuchi Miyagawa  Susana,Iberico Nuñez  Luis Carlos Antonio,Pennano Allison  Guido Carlos,Ríos Salcedo  Waldo Enrique,Vásquez Valera  Manuel Alejandro",," 08/08/2000 A comisión Constitución y Reglamento del Congreso
09/08/2000 En comisión Constitución y Reglamento del Congreso ",,00028,08/09/2000,En comisión,,2000,2001,2021-02-20 22:31:49
