id_tmp,nombre
1995200000001,CHIRINOS SOTO  ENRIQUE
1995200000001,REY REY  RAFAEL
1995200000001,SALAZAR LARRAIN  ARTURO
1995200000002,CACERES VELASQUEZ  ROGER
1995200000003,LAJO LAZO  MANUEL
1995200000003,CACERES VELASQUEZ  ROGER
1995200000003,NORIEGA FEBRES  JAVIER
1995200000003,PULGAR LUCAS  ENRIQUE
1995200000003,SAN ROMAN CACERES  MAXIMO
1995200000003,VARGAS MARIN  DENNIS
1995200000004,REGGIARDO SAYAN  ANDRES
1995200000005,REGGIARDO SAYAN  ANDRES
1995200000006,REGGIARDO SAYAN  ANDRES
1995200000007,REGGIARDO SAYAN  ANDRES
1995200000008,ALVA ORLANDINI JAVIER
1995200000009,ALVA ORLANDINI JAVIER
1995200000010,VILCHEZ MALPICA  PEDRO
1995200000010,COLCHADO ARELLANO  GENARO
1995200000011,vacio
1995200000012,vacio
1995200000013,GAMARRA OLIVARES  ERNESTO
1995200000014,GAMARRA OLIVARES  ERNESTO
1995200000015,SALGADO DE PAREDES  LUZ
1995200000016,RUIZ CARO ALVAREZ  VICTOR
1995200000017,RUIZ CARO ALVAREZ  VICTOR
1995200000018,RUIZ CARO ALVAREZ  VICTOR
1995200000019,DELGADO APARICIO  LUIS
1995200000020,FLORES-ARAOZ ESPARZA  ANTERO
1995200000020,FLORES NANO  LOURDES
1995200000021,ALVA ORLANDINI JAVIER
1995200000022,AMURUZ GALLEGOS  ROGER
1995200000023,AMURUZ GALLEGOS  ROGER
1995200000024,AMURUZ GALLEGOS  ROGER
1995200000025,FLORES-ARAOZ ESPARZA  ANTERO
1995200000026,TORRES Y TORRES LARA  CARLOS
1995200000027,ALVA ORLANDINI JAVIER
1995200000028,GAMARRA OLIVARES  ERNESTO
1995200000029,DEL CASTILLO GALVEZ  JORGE
1995200000029,GHILARDI ALVAREZ  FREDDY
1995200000029,MANTILLA CAMPOS  M. AGUSTIN
1995200000029,MORALES COSTA  LUIS LASTENIO
1995200000029,NUÑEZ ROMAN  EDGAR
1995200000029,SANTA MARIA SILVA  ALEJANDRO
1995200000029,VELASQUEZ QUESQUEN  ANGEL
1995200000029,ZUMAETA FLORES  CESAR
1995200000030,DEL CASTILLO GALVEZ  JORGE
1995200000030,GHILARDI ALVAREZ  FREDDY
1995200000030,MANTILLA CAMPOS  M. AGUSTIN
1995200000030,MORALES COSTA  LUIS LASTENIO
1995200000030,NUÑEZ ROMAN  EDGAR
1995200000030,SANTA MARIA SILVA  ALEJANDRO
1995200000030,VELASQUEZ QUESQUEN  ANGEL
1995200000030,ZUMAETA FLORES  CESAR
1995200000031,DEL CASTILLO GALVEZ  JORGE
1995200000031,GHILARDI ALVAREZ  FREDDY
1995200000031,MANTILLA CAMPOS  M. AGUSTIN
1995200000031,MORALES COSTA  LUIS LASTENIO
1995200000031,NUÑEZ ROMAN  EDGAR
1995200000031,SANTA MARIA SILVA  ALEJANDRO
1995200000031,VELASQUEZ QUESQUEN  ANGEL
1995200000031,ZUMAETA FLORES  CESAR
1995200000032,DEL CASTILLO GALVEZ  JORGE
1995200000032,GHILARDI ALVAREZ  FREDDY
1995200000032,MANTILLA CAMPOS  M. AGUSTIN
1995200000032,MORALES COSTA  LUIS LASTENIO
1995200000032,NUÑEZ ROMAN  EDGAR
1995200000032,SANTA MARIA SILVA  ALEJANDRO
1995200000032,VELASQUEZ QUESQUEN  ANGEL
1995200000032,ZUMAETA FLORES  CESAR
1995200000033,DEL CASTILLO GALVEZ  JORGE
1995200000033,GHILARDI ALVAREZ  FREDDY
1995200000033,MANTILLA CAMPOS  M. AGUSTIN
1995200000033,MORALES COSTA  LUIS LASTENIO
1995200000033,NUÑEZ ROMAN  EDGAR
1995200000033,SANTA MARIA SILVA  ALEJANDRO
1995200000033,VELASQUEZ QUESQUEN  ANGEL
1995200000033,ZUMAETA FLORES  CESAR
1995200000034,BARRON CEBREROS  XAVIER
1995200000035,BARRON CEBREROS  XAVIER
1995200000036,PAREDES CUEVA  MARIO
1995200000037,PAREDES CUEVA  MARIO
1995200000038,PAREDES CUEVA  MARIO
1995200000039,CACERES VELASQUEZ  ROGER
1995200000040,CACERES VELASQUEZ  ROGER
1995200000041,AMURUZ GALLEGOS  ROGER
1995200000041,CHAVEZ SERRANO  JUBERT
1995200000042,ALVA ORLANDINI JAVIER
1995200000043,CHU RUBIO  LUIS ALBERTO
1995200000044,CHU RUBIO  LUIS ALBERTO
1995200000045,REY REY  RAFAEL
1995200000045,CHIRINOS SOTO  ENRIQUE
1995200000045,SALAZAR LARRAIN  ARTURO
1995200000046,REY REY  RAFAEL
1995200000046,CHIRINOS SOTO  ENRIQUE
1995200000047,REY REY  RAFAEL
1995200000047,CHIRINOS SOTO  ENRIQUE
1995200000047,SALAZAR LARRAIN  ARTURO
1995200000048,FERRERO COSTA  CARLOS
1995200000049,CHU RUBIO  LUIS ALBERTO
1995200000050,PAREDES CUEVA  MARIO
1995200000051,PAREDES CUEVA  MARIO
1995200000052,TORRES Y TORRES LARA  CARLOS
1995200000053,BAELLA TUESTA  ALFONSO
1995200000054,CHU RUBIO  LUIS ALBERTO
1995200000055,CAMPOS BACA  LUIS EZEQUIEL
1995200000056,REY REY  RAFAEL
1995200000056,CHIRINOS SOTO  ENRIQUE
1995200000056,SALAZAR LARRAIN  ARTURO
1995200000057,REY REY  RAFAEL
1995200000057,CHIRINOS SOTO  ENRIQUE
1995200000057,SALAZAR LARRAIN  ARTURO
1995200000058,REY REY  RAFAEL
1995200000058,CHIRINOS SOTO  ENRIQUE
1995200000058,SALAZAR LARRAIN  ARTURO
1995200000059,FERNANDEZ BUSTINZA  VICTOR
1995200000060,MERINO LUCERO  MARTHA BEATRIZ
1995200000061,HUAMANCHUMO ROMERO  JUAN
1995200000061,VEGA ASCENCIO  ANASTACIO
1995200000062,ALVA ORLANDINI JAVIER
1995200000063,ALVA ORLANDINI JAVIER
1995200000064,RETO NEYRA  SANTOS
1995200000065,RETO NEYRA  SANTOS
1995200000066,CHAVEZ COSSIO  MARTHA
1995200000067,FLORES NANO  LOURDES
1995200000067,BARRON CEBREROS  XAVIER
1995200000067,FLORES-ARAOZ ESPARZA  ANTERO
1995200000068,CHU RUBIO  LUIS ALBERTO
1995200000069,FLORES-ARAOZ ESPARZA  ANTERO
1995200000070,AMURUZ GALLEGOS  ROGER
1995200000071,AMURUZ GALLEGOS  ROGER
1995200000072,PAREDES CUEVA  MARIO
1995200000073,FLORES-ARAOZ ESPARZA  ANTERO
1995200000074,AVENDAÑO VALDEZ  JORGE
1995200000074,CERRO MORAL  OFELIA
1995200000074,CHIPOCO CACEDA  CARLOS
1995200000074,ESTRADA PEREZ  DANIEL
1995200000074,FERNANDEZ BACA  GRACIELA
1995200000074,FORSYTH MEJIA  HAROLD
1995200000074,GRADOS BERTORINI  ALFONSO
1995200000074,GUERRA GARCIA  ROGER
1995200000074,MOHME LLONA  GUSTAVO
1995200000074,PARDO MESONES  FRANCISCO
1995200000074,PEASE GARCIA  HENRY
1995200000074,RETO NEYRA  SANTOS
1995200000074,TOWNSEND DIEZ CANSECO  ANA E.
1995200000075,FLORES-ARAOZ ESPARZA  ANTERO
1995200000076,BARBA CABALLERO  JOSE
1995200000076,CHU RUBIO  LUIS ALBERTO
1995200000076,HERESI ABDELNOUR  MOISES
1995200000077,FLORES-ARAOZ ESPARZA  ANTERO
1995200000078,FLORES-ARAOZ ESPARZA  ANTERO
1995200000079,FLORES-ARAOZ ESPARZA  ANTERO
1995200000080,FLORES-ARAOZ ESPARZA  ANTERO
1995200000081,FLORES-ARAOZ ESPARZA  ANTERO
1995200000082,FLORES-ARAOZ ESPARZA  ANTERO
1995200000083,FLORES-ARAOZ ESPARZA  ANTERO
1995200000084,FLORES-ARAOZ ESPARZA  ANTERO
1995200000085,FLORES-ARAOZ ESPARZA  ANTERO
1995200000086,FLORES-ARAOZ ESPARZA  ANTERO
1995200000087,FLORES-ARAOZ ESPARZA  ANTERO
1995200000088,FLORES-ARAOZ ESPARZA  ANTERO
1995200000089,FLORES-ARAOZ ESPARZA  ANTERO
1995200000090,LARRABURE GALVEZ  CESAR
1995200000091,CHAVEZ COSSIO  MARTHA
1995200000092,REY REY  RAFAEL
1995200000092,CHIRINOS SOTO  ENRIQUE
1995200000092,SALAZAR LARRAIN  ARTURO
1995200000093,REY REY  RAFAEL
1995200000093,CHIRINOS SOTO  ENRIQUE
1995200000093,SALAZAR LARRAIN  ARTURO
1995200000094,REY REY  RAFAEL
1995200000094,CHIRINOS SOTO  ENRIQUE
1995200000094,SALAZAR LARRAIN  ARTURO
1995200000095,REATEGUI TRIGOSO  CARLOS
1995200000095,PATSIAS MELLA  DEMETRIO
1995200000096,REATEGUI TRIGOSO  CARLOS
1995200000097,REATEGUI TRIGOSO  CARLOS
1995200000097,PATSIAS MELLA  DEMETRIO
1995200000098,REATEGUI TRIGOSO  CARLOS
1995200000098,PATSIAS MELLA  DEMETRIO
1995200000099,REATEGUI TRIGOSO  CARLOS
1995200000099,PATSIAS MELLA  DEMETRIO
1995200000100,REATEGUI TRIGOSO  CARLOS
1995200000100,PATSIAS MELLA  DEMETRIO
1995200000101,CHAVEZ COSSIO  MARTHA
1995200000102,CHAVEZ COSSIO  MARTHA
1995200000103,CACERES VELASQUEZ  ROGER
1995200000104,CAMPOS BACA  LUIS EZEQUIEL
1995200000105,AMURUZ GALLEGOS  ROGER
1995200000106,AMURUZ GALLEGOS  ROGER
1995200000107,AMURUZ GALLEGOS  ROGER
1995200000108,DIEZ CANSECO CISNEROS  JAVIER
1995200000108,BREÑA PANTOJA  ROLANDO
1995200000108,GAMARRA OLIVARES  ERNESTO
1995200000109,ALVA ORLANDINI JAVIER
1995200000110,ALVA ORLANDINI JAVIER
1995200000111,GAMARRA OLIVARES  ERNESTO
1995200000112,PAREDES CUEVA  MARIO
1995200000113,MORALES COSTA  LUIS LASTENIO
1995200000114,BARBA CABALLERO  JOSE
1995200000114,CHU RUBIO  LUIS ALBERTO
1995200000114,CORAL PEREZ  VICTOR
1995200000114,HERESI ABDELNOUR  MOISES
1995200000115,BARBA CABALLERO  JOSE
1995200000115,CHU RUBIO  LUIS ALBERTO
1995200000115,CORAL PEREZ  VICTOR
1995200000115,HERESI ABDELNOUR  MOISES
1995200000116,CAMPOS BACA  LUIS EZEQUIEL
1995200000117,DONAYRE LOZANO  JORGE LUIS
1995200000118,GAMARRA OLIVARES  ERNESTO
1995200000119,GAMARRA OLIVARES  ERNESTO
1995200000120,GAMARRA OLIVARES  ERNESTO
1995200000121,vacio
1995200000122,PAREDES CUEVA  MARIO
1995200000123,BARBA CABALLERO  JOSE
1995200000123,HERESI ABDELNOUR  MOISES
1995200000124,FLORES-ARAOZ ESPARZA  ANTERO
1995200000125,FLORES-ARAOZ ESPARZA  ANTERO
1995200000126,FLORES-ARAOZ ESPARZA  ANTERO
1995200000127,FLORES-ARAOZ ESPARZA  ANTERO
1995200000128,FLORES-ARAOZ ESPARZA  ANTERO
1995200000129,FLORES-ARAOZ ESPARZA  ANTERO
1995200000130,FLORES-ARAOZ ESPARZA  ANTERO
1995200000131,FLORES-ARAOZ ESPARZA  ANTERO
1995200000132,FLORES-ARAOZ ESPARZA  ANTERO
1995200000133,FLORES-ARAOZ ESPARZA  ANTERO
1995200000134,FLORES-ARAOZ ESPARZA  ANTERO
1995200000135,FLORES-ARAOZ ESPARZA  ANTERO
1995200000136,FLORES-ARAOZ ESPARZA  ANTERO
1995200000137,FLORES-ARAOZ ESPARZA  ANTERO
1995200000138,FLORES-ARAOZ ESPARZA  ANTERO
1995200000139,FLORES-ARAOZ ESPARZA  ANTERO
1995200000140,FLORES-ARAOZ ESPARZA  ANTERO
1995200000141,FLORES-ARAOZ ESPARZA  ANTERO
1995200000142,FLORES-ARAOZ ESPARZA  ANTERO
1995200000143,FLORES-ARAOZ ESPARZA  ANTERO
1995200000144,CERRATE VALENZUELA  ALFONSO
1995200000144,HUAMANCHUMO ROMERO  JUAN
1995200000145,FLORES-ARAOZ ESPARZA  ANTERO
1995200000146,FLORES-ARAOZ ESPARZA  ANTERO
1995200000147,FLORES-ARAOZ ESPARZA  ANTERO
1995200000148,FLORES-ARAOZ ESPARZA  ANTERO
1995200000149,FLORES-ARAOZ ESPARZA  ANTERO
