id_tmp,nombre
2001200600001,vacio
2001200600002,Santa María Calderón  Luis
2001200600002,Alva Castro  Luis
2001200600002,Armas Vela  Carlos
2001200600002,Cabanillas Bustamante  Mercedes
2001200600002,Carrasco Távara  José 
2001200600002,De la Mata Fernández  Judith
2001200600002,De La Puente Haya  Elvira
2001200600002,Del Castillo Gálvez  Jorge 
2001200600002,Delgado Nuñez Del Arco  José 
2001200600002,Gasco Bravo  Luis
2001200600002,Gonzales Posada  Eyzaguirre  Luis 
2001200600002,León Flores  Rosa Marina
2001200600002,Noriega Toledo  Víctor
2001200600002,Pastor Valdivieso  Aurelio
2001200600002,Peralta Cruz  Jonhy 
2001200600002,Zumaeta Flores  César
2001200600003,Santa María Calderón  Luis
2001200600003,Alva Castro  Luis
2001200600003,Armas Vela  Carlos
2001200600003,Cabanillas Bustamante  Mercedes
2001200600003,Carrasco Távara  José 
2001200600003,De la Mata Fernández  Judith
2001200600003,De La Puente Haya  Elvira
2001200600003,Del Castillo Gálvez  Jorge 
2001200600003,Delgado Nuñez Del Arco  José 
2001200600003,Gasco Bravo  Luis
2001200600003,Gonzales Posada  Eyzaguirre  Luis 
2001200600003,León Flores  Rosa Marina
2001200600003,Noriega Toledo  Víctor
2001200600003,Pastor Valdivieso  Aurelio
2001200600003,Peralta Cruz  Jonhy 
2001200600003,Zumaeta Flores  César
2001200600004,Cabanillas Bustamante  Mercedes
2001200600004,Delgado Nuñez Del Arco  José 
2001200600005,Cabanillas Bustamante  Mercedes
2001200600005,Delgado Nuñez Del Arco  José 
2001200600006,Cabanillas Bustamante  Mercedes
2001200600006,Delgado Nuñez Del Arco  José 
2001200600007,Cabanillas Bustamante  Mercedes
2001200600007,Delgado Nuñez Del Arco  José 
2001200600008,Cabanillas Bustamante  Mercedes
2001200600008,Delgado Nuñez Del Arco  José 
2001200600009,Cabanillas Bustamante  Mercedes
2001200600009,Delgado Nuñez Del Arco  José 
2001200600010,Cabanillas Bustamante  Mercedes
2001200600010,Delgado Nuñez Del Arco  José 
2001200600011,Cabanillas Bustamante  Mercedes
2001200600011,Delgado Nuñez Del Arco  José 
2001200600012,Cabanillas Bustamante  Mercedes
2001200600012,Delgado Nuñez Del Arco  José 
2001200600013,Cabanillas Bustamante  Mercedes
2001200600013,Delgado Nuñez Del Arco  José 
2001200600014,Cabanillas Bustamante  Mercedes
2001200600014,Delgado Nuñez Del Arco  José 
2001200600015,Cabanillas Bustamante  Mercedes
2001200600015,Delgado Nuñez Del Arco  José 
2001200600016,Cabanillas Bustamante  Mercedes
2001200600016,Delgado Nuñez Del Arco  José 
2001200600017,Cabanillas Bustamante  Mercedes
2001200600017,Delgado Nuñez Del Arco  José 
2001200600018,Cabanillas Bustamante  Mercedes
2001200600018,Delgado Nuñez Del Arco  José 
2001200600019,Cabanillas Bustamante  Mercedes
2001200600019,Delgado Nuñez Del Arco  José 
2001200600020,Cabanillas Bustamante  Mercedes
2001200600020,Delgado Nuñez Del Arco  José 
2001200600021,Cabanillas Bustamante  Mercedes
2001200600021,Delgado Nuñez Del Arco  José 
2001200600022,Cabanillas Bustamante  Mercedes
2001200600022,Delgado Nuñez Del Arco  José 
2001200600023,Cabanillas Bustamante  Mercedes
2001200600023,Delgado Nuñez Del Arco  José 
2001200600024,Tait Villacorta  Cecilia
2001200600025,Tait Villacorta  Cecilia
2001200600026,Tait Villacorta  Cecilia
2001200600027,Tait Villacorta  Cecilia
2001200600028,Tait Villacorta  Cecilia
2001200600029,Tait Villacorta  Cecilia
2001200600030,Santa María Calderón  Luis
2001200600030,Alva Castro  Luis
2001200600030,Armas Vela  Carlos
2001200600030,Cabanillas Bustamante  Mercedes
2001200600030,Carrasco Távara  José 
2001200600030,De la Mata Fernández  Judith
2001200600030,De La Puente Haya  Elvira
2001200600030,Del Castillo Gálvez  Jorge 
2001200600030,Delgado Nuñez Del Arco  José 
2001200600030,Gasco Bravo  Luis
2001200600030,Gonzales Posada  Eyzaguirre  Luis 
2001200600030,León Flores  Rosa Marina
2001200600030,Noriega Toledo  Víctor
2001200600030,Pastor Valdivieso  Aurelio
2001200600030,Peralta Cruz  Jonhy 
2001200600030,Velásquez Quesquén  Angel 
2001200600030,Zumaeta Flores  César
2001200600031,Santa María Calderón  Luis
